word	level	pinyin	gloss
替	HSK5	tì	to substitute for; to take the place of
填	HSK5	tián	to fill or stuff; (of a form etc) to fill in
天空	HSK5	tiān kōng	sky
甜品	HSK5	tián pǐn	dessert
天上	HSK5	tiān shàng	the sky; the heavens
调	HSK5	diào	to transfer; to move (troops or cadres)
挑	HSK5	tiǎo	to raise; to dig up
跳高	HSK5	tiào gāo	(athletics) high jump
调皮	HSK5	tiáo pí	naughty; mischievous
挑选	HSK5	tiāo xuǎn	to choose; to select
跳远	HSK5	tiào yuǎn	long jump (athletics)
挑战	HSK5	tiǎo zhàn	to challenge; to take on a challenge; a challenge
调整	HSK5	tiáo zhěng	to adjust; adjustment
提倡	HSK5	tí chàng	to promote; to advocate
贴	HSK5	tiē	to stick; to paste
铁路	HSK5	tiě lù	railroad; railway
体会	HSK5	tǐ huì	to know from experience; to learn through experience
提交	HSK5	tí jiāo	to submit (a report etc); to refer (a problem) to sb
体力	HSK5	tǐ lì	physical strength; physical power
题目	HSK5	tí mù	subject; title; topic; exercise or exam question (CL:道[dao4])
停留	HSK5	tíng liú	to stay somewhere temporarily; to stop over
提起	HSK5	tí qǐ	to mention; to bring up; (lit. and fig.) to lift; to raise
提升	HSK5	tí shēng	to promote (to a higher-ranking position); to lift; to hoist
提问	HSK5	tí wèn	to question; to quiz; to grill
体现	HSK5	tǐ xiàn	to embody; to reflect
体验	HSK5	tǐ yàn	to experience for oneself
同	HSK5	tóng	like; same
通常	HSK5	tōng cháng	regular; usual; normal; usually; normally
统计	HSK5	tǒng jì	statistics; to count
痛苦	HSK5	tòng kǔ	pain; suffering
同情	HSK5	tóng qíng	to sympathize with; sympathy
通行	HSK5	tōng xíng	to go through; to pass through; to be in general use
同一	HSK5	tóng yī	identical; the same
统一	HSK5	tǒng yī	to unify; to integrate; unified; integrated
头	HSK5	tóu	head; hair style
投	HSK5	tóu	to throw (sth in a specific direction: ball, javelin, grenade etc); to cast (a ballot)
投入	HSK5	tóu rù	to throw into; to put into
团	HSK5	tuán	round; lump
团队	HSK5	tuán duì	team
突出	HSK5	tū chū	prominent; outstanding
土地	HSK5	tǔ dì	land; soil
土豆	HSK5	tǔ dòu	potato; (Tw) peanut (CL:顆|颗[ke1])
图画	HSK5	tú huà	drawing; picture
退	HSK5	tuì	to retreat; to withdraw; to reject; to return (sth)
退出	HSK5	tuì chū	to withdraw; to abort
推动	HSK5	tuī dòng	to push (e.g. for acceptance of a plan); to promote; to give impetus to
推广	HSK5	tuī guǎng	to extend; to spread
退还	HSK5	tuì huán	to return (sth borrowed etc); to send back; to refund; to rebate
推荐	HSK5	tuī jiàn	to recommend; recommendation
推进	HSK5	tuī jìn	to impel; to carry forward
退休	HSK5	tuì xiū	to retire (from the workforce); to go into retirement
拖鞋	HSK5	tuō xié	slippers; sandals
图书	HSK5	tú shū	books (in a library or bookstore); CL:本[ben3],冊|册[ce4],部[bu4]
兔子	HSK5	tù zi	hare; rabbit
外部	HSK5	wài bù	the outside; (attributive) external; exterior; surface
外公	HSK5	wài gōng	(coll.) mother's father; maternal grandfather
外观	HSK5	wài guān	outward appearance
外婆	HSK5	wài pó	(coll.) mother's mother; maternal grandmother
外形	HSK5	wài xíng	figure; shape
弯	HSK5	wān	to bend; bent
往返	HSK5	wǎng fǎn	to go back and forth; to go to and fro; to do a round trip
网络	HSK5	Wǎng luò	Internet
玩具	HSK5	wán jù	plaything; toy
完美	HSK5	wán měi	perfect
完善	HSK5	wán shàn	(of systems, facilities etc) comprehensive; well-developed
万一	HSK5	wàn yī	just in case; if by any chance
完整	HSK5	wán zhěng	complete; intact
围	HSK5	wéi	to encircle; to surround
为	HSK5	wéi	as (in the capacity of); to take sth as
胃	HSK5	wèi	stomach; CL:個|个[ge4]
喂	HSK5	wèi	hey; to feed (an animal, baby, invalid etc)
尾巴	HSK5	wěi ba	tail; colloquial pr. [yi3 ba5]
维持	HSK5	wéi chí	to keep; to maintain; to preserve
伟大	HSK5	wěi dà	huge; great; grand; worthy of the greatest admiration; important (contribution etc)
违法	HSK5	wéi fǎ	illegal; to break the law
违反	HSK5	wéi fǎn	to violate (a law)
危害	HSK5	wēi hài	to harm; to jeopardize; to endanger; harmful effect; damage
围巾	HSK5	wéi jīn	scarf; shawl
未来	HSK5	wèi lái	future; tomorrow
围绕	HSK5	wéi rào	to revolve around; to center on (an issue)
微笑	HSK5	wēi xiào	smile; CL:個|个[ge4],絲|丝[si1]
威胁	HSK5	wēi xié	to threaten; to menace
维修	HSK5	wéi xiū	maintenance (of equipment); to protect and maintain
唯一	HSK5	wéi yī	only; sole
位于	HSK5	wèi yú	to be located at; to be situated at
位置	HSK5	wèi zhi	position; place
稳定	HSK5	wěn dìng	steady; stable
问卷	HSK5	wèn juàn	questionnaire; CL:份[fen4]
温暖	HSK5	wēn nuǎn	warm
文学	HSK5	wén xué	literature
握	HSK5	wò	to hold; to grasp; to clench (one's fist)
卧室	HSK5	wò shì	bedroom; CL:間|间[jian1]
握手	HSK5	wò shǒu	to shake hands
雾	HSK5	wù	fog; mist
舞蹈	HSK5	wǔ dǎo	dance (performance art); dancing
无关	HSK5	wú guān	unrelated; having nothing to do (with sth else)
物价	HSK5	wù jià	(commodity) prices; CL:個|个[ge4]
物理	HSK5	wù lǐ	physics; physical; relating to the material world
无奈	HSK5	wú nài	to have no alternative; frustrated
物品	HSK5	wù pǐn	articles; goods
无数	HSK5	wú shù	countless; numberless
武术	HSK5	wǔ shù	military skill or technique (in former times); all kinds of martial art sports (some claiming spiritual dev...
舞台	HSK5	wǔ tái	(lit. and fig.) stage; arena
无限	HSK5	wú xiàn	unlimited; unbounded
无效	HSK5	wú xiào	not valid; ineffective
五颜六色	HSK5	wǔ yán liù sè	multicolored; every color under the sun
物业	HSK5	wù yè	property; real estate
物质	HSK5	wù zhì	matter; substance
戏	HSK5	xì	trick; drama
系	HSK5	xì	to connect; to relate to
闲	HSK5	xián	enclosure; (variant of 閒|闲[xian2]) idle
县	HSK5	xiàn	county; (Japan) prefecture
现场	HSK5	xiàn chǎng	the scene (of a crime, accident etc); (on) the spot
现代	HSK5	xiàn dài	modern times; modern age
现代化	HSK5	xiàn dài huà	modernization; CL:個|个[ge4]
显得	HSK5	xiǎn de	to seem; to look
乡	HSK5	xiāng	country or countryside; native place
相册	HSK5	xiàng cè	photo album
相处	HSK5	xiāng chǔ	to be in contact (with sb); to associate
乡村	HSK5	xiāng cūn	rustic; village
相当	HSK5	xiāng dāng	equivalent to; appropriate
相对	HSK5	xiāng duì	relatively; opposite
相关	HSK5	xiāng guān	related; relevant
项目	HSK5	xiàng mù	item; project; (sports) event
想念	HSK5	xiǎng niàn	to miss; to remember with longing
橡皮	HSK5	xiàng pí	rubber; an eraser
向上	HSK5	xiàng shàng	upward; up
响声	HSK5	xiǎng shēng	noise
享受	HSK5	xiǎng shòu	to enjoy; to live it up
相似	HSK5	xiāng sì	similar; alike
想象	HSK5	xiǎng xiàng	to imagine; to envision; imagination
象征	HSK5	xiàng zhēng	symbol; emblem; to symbolize; to signify; to represent
先后	HSK5	xiān hòu	early or late; first and last; priority; in succession; one after another
先进	HSK5	xiān jìn	sophisticated; advanced (technology etc); meritorious; exemplary (deeds etc)
线路	HSK5	xiàn lù	(electricity) line; circuit; wire; (traffic) road; track; route
显然	HSK5	xiǎn rán	clearly; evidently; obviously
现实	HSK5	xiàn shí	reality; actuality; real; actual
显示	HSK5	xiǎn shì	to show; to illustrate
现象	HSK5	xiàn xiàng	phenomenon; CL:個|个[ge4],種|种[zhong3]
限制	HSK5	xiàn zhì	to restrict; to limit
现状	HSK5	xiàn zhuàng	current situation
消费	HSK5	xiāo fèi	to consume (goods and services, resources etc)
消费者	HSK5	xiāo fèi zhě	consumer
消化	HSK5	xiāo huà	to digest (food); (fig.) to absorb (information etc); to assimilate; to process
消极	HSK5	xiāo jí	negative; passive
小姐	HSK5	xiǎo jie	young lady; miss
销量	HSK5	xiāo liàng	sales volume
效率	HSK5	xiào lǜ	efficiency
消失	HSK5	xiāo shī	to disappear; to fade away
销售	HSK5	xiāo shòu	to sell; to market
小型	HSK5	xiǎo xíng	small scale; small size
小于	HSK5	xiǎo yú	less than, <
下载	HSK5	xià zǎi	to download; also pr. [xia4zai4]
西餐	HSK5	xī cān	Western-style food; CL:份[fen4],頓|顿[dun4]
斜	HSK5	xié	inclined; slanting
协议	HSK5	xié yì	agreement; pact
写作	HSK5	xiě zuò	to write; to compose
吸管	HSK5	xī guǎn	(drinking) straw; pipette
细节	HSK5	xì jié	details; particulars
戏剧	HSK5	xì jù	a drama; a play; theater; script of a play
信封	HSK5	xìn fēng	envelope
行程	HSK5	xíng chéng	journey; travel route; itinerary; distance of travel
形成	HSK5	xíng chéng	to form; to take shape
行动	HSK5	xíng dòng	operation; action
行人	HSK5	xíng rén	pedestrian; traveler on foot
形容	HSK5	xíng róng	to describe; (literary) countenance; appearance
形式	HSK5	xíng shì	outer appearance; form
形势	HSK5	xíng shì	circumstances; situation
行驶	HSK5	xíng shǐ	to travel along a route (of vehicles etc)
行为	HSK5	xíng wéi	action; conduct; behavior; activity
形象	HSK5	xíng xiàng	image; form
幸运	HSK5	xìng yùn	fortunate; lucky; good fortune; luck
性质	HSK5	xìng zhì	nature; characteristic
形状	HSK5	xíng zhuàng	form; shape
行走	HSK5	xíng zǒu	to walk
新郎	HSK5	xīn láng	bridegroom; groom
心理	HSK5	xīn lǐ	psychology; mentality
新娘	HSK5	xīn niáng	bride
信任	HSK5	xìn rèn	to trust; to have confidence in
新人	HSK5	xīn rén	newcomer; new recruit; fresh talent; newlywed, esp. new bride
欣赏	HSK5	xīn shǎng	to appreciate; to enjoy; to admire
心态	HSK5	xīn tài	attitude (of the heart); state of one's psyche
新型	HSK5	xīn xíng	new type; new kind
信用	HSK5	xìn yòng	trustworthiness; (commerce) credit
吸收	HSK5	xī shōu	to absorb; to assimilate
系统	HSK5	xì tǒng	system; CL:個|个[ge4]
修改	HSK5	xiū gǎi	to amend; to alter
修建	HSK5	xiū jiàn	to build; to construct
休闲	HSK5	xiū xián	leisure; relaxation
西装	HSK5	xī zhuāng	suit; Western-style clothes
需	HSK5	xū	to require; to need
宣布	HSK5	xuān bù	to declare; to announce
宣传	HSK5	xuān chuán	to disseminate; to give publicity to
选手	HSK5	xuǎn shǒu	athlete; contestant
学分	HSK5	xué fēn	course credit
雪糕	HSK5	xuě gāo	ice cream bar; ice cream popsicle
学科	HSK5	xué kē	subject; branch of learning
学历	HSK5	xué lì	educational background; academic qualifications
学年	HSK5	xué nián	academic year
学术	HSK5	xué shù	learning; science
学者	HSK5	xué zhě	scholar
训练	HSK5	xùn liàn	to train; to drill
迅速	HSK5	xùn sù	rapid; speedy
询问	HSK5	xún wèn	to inquire
寻找	HSK5	xún zhǎo	to seek; to look for
需求	HSK5	xū qiú	requirement; to require
虚心	HSK5	xū xīn	open-minded; humble
呀	HSK5	yā	ah (used to express surprise); (onom.) creaking
牙齿	HSK5	yá chǐ	tooth; dental
押金	HSK5	yā jīn	deposit; down payment
沿	HSK5	yán	along; to follow (a line, tradition etc)
眼	HSK5	yǎn	eye (CL:隻|只[zhi1],雙|双[shuang1]); (often used with 一[yi1]) a look; a glance
延长	HSK5	yán cháng	to prolong; to extend
研发	HSK5	yán fā	research and development; to develop
样式	HSK5	yàng shì	type; style
阳台	HSK5	yáng tái	balcony; porch
演讲	HSK5	yǎn jiǎng	to give a lecture; to make a speech
眼泪	HSK5	yǎn lèi	tear; teardrop; CL:滴[di1]
严肃	HSK5	yán sù	(of an atmosphere etc) solemn; grave; serious; (of a manner etc) earnest; severe; exacting
研制	HSK5	yán zhì	to research and manufacture; to research and to develop
摇	HSK5	yáo	to shake; to rock
咬	HSK5	yǎo	to bite; to nip
腰	HSK5	yāo	the waist and lower back; (bound form) kidney of an animal (as food)
要不（然）	HSK5	yào bù （ rán ）	
要不是	HSK5	yào bu shì	if it were not for; but for
药品	HSK5	yào pǐn	medicaments; medicine
药物	HSK5	yào wù	medicaments; pharmaceuticals
压岁钱	HSK5	yā suì qián	money given to children as a gift on Chinese New Year's Eve
鸭子	HSK5	yā zi	duck (CL:隻|只[zhi1]); (slang) male prostitute
夜间	HSK5	yè jiān	nighttime; evening or night (e.g. classes)
夜市	HSK5	yè shì	night market
业务	HSK5	yè wù	business; professional work
业余	HSK5	yè yú	in one's spare time; outside working hours
移	HSK5	yí	to move; to shift
亿	HSK5	yì	100 million
乙	HSK5	yǐ	second of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; second in order
以	HSK5	yǐ	to use; by means of
一次性	HSK5	yī cì xìng	one-off (offer); one-time
一代	HSK5	yī dài	an era; an age; a generation
一旦	HSK5	yī dàn	in case (sth happens); if
移动	HSK5	yí dòng	to move; movement
遗憾	HSK5	yí hàn	regret; to regret
以及	HSK5	yǐ jí	and; as well as
依据	HSK5	yī jù	according to; basis
依靠	HSK5	yī kào	to rely on sth (for support etc); to depend on
以来	HSK5	yǐ lái	since (used after a specified time or event)
医疗	HSK5	yī liáo	medical treatment
一路	HSK5	yī lù	the whole journey; all the way
一路顺风	HSK5	yī lù shùn fēng	to have a pleasant journey (idiom)
因而	HSK5	yīn ér	therefore; as a result
迎	HSK5	yíng	to welcome; to meet; to forge ahead (esp. in the face of difficulties); to meet face to face
硬	HSK5	yìng	hard; stiff; solid; (fig.) strong; firm
应当	HSK5	yīng dāng	should; ought to
应对	HSK5	yìng duì	to answer; to reply; to handle; to deal with
硬件	HSK5	yìng jiàn	hardware
迎接	HSK5	yíng jiē	to welcome; to greet
影片	HSK5	yǐng piàn	a copy of a film; film; motion picture; movie
影视	HSK5	yǐng shì	movies and television
营养	HSK5	yíng yǎng	nutrition; nourishment
营业	HSK5	yíng yè	to do business; to trade
应用	HSK5	yìng yòng	to put to use; to apply; practical; applied (science, linguistics etc)
引进	HSK5	yǐn jìn	to recommend; to introduce (from outside)
音量	HSK5	yīn liàng	loudness; volume
饮食	HSK5	yǐn shí	eating and drinking; food and drink; diet
印刷	HSK5	yìn shuā	to print; printing
因素	HSK5	yīn sù	element; factor
依然	HSK5	yī rán	still; as before
意识	HSK5	yì shí	consciousness; awareness; (usu. followed by 到[dao4]) to be aware of; to realize
意外	HSK5	yì wài	unexpected; accident
意味着	HSK5	yì wèi zhe	to signify; to mean
疑问	HSK5	yí wèn	question; interrogation
义务	HSK5	yì wù	duty; obligation (CL:項|项[xiang4]); volunteer (work etc)
医学	HSK5	yī xué	medicine; medical science
意义	HSK5	yì yì	sense; meaning
一致	HSK5	yī zhì	consistent; unanimous; in agreement; together; in unison
拥抱	HSK5	yōng bào	to embrace; to hug
用法	HSK5	yòng fǎ	usage
用户	HSK5	yòng hù	user; consumer
用力	HSK5	yòng lì	to exert oneself physically
用品	HSK5	yòng pǐn	articles for use; products
勇气	HSK5	yǒng qì	courage
用途	HSK5	yòng tú	use; application
拥有	HSK5	yōng yǒu	to have; to possess
由此	HSK5	yóu cǐ	hereby; from this
有害	HSK5	yǒu hài	destructive; harmful
幼儿园	HSK5	yòu ér yuán	kindergarten; nursery school
优惠	HSK5	yōu huì	privilege; favorable (terms)
邮寄	HSK5	yóu jì	to mail; to send by post
悠久	HSK5	yōu jiǔ	long (tradition, history etc)
邮局	HSK5	yóu jú	post office; CL:家[jia1],個|个[ge4]
游览	HSK5	yóu lǎn	to go sightseeing; to tour
有力	HSK5	yǒu lì	powerful; forceful
有利	HSK5	yǒu lì	advantageous; favorable
优良	HSK5	yōu liáng	fine; good
优美	HSK5	yōu měi	graceful; fine
邮票	HSK5	yóu piào	(postage) stamp; CL:枚[mei2],張|张[zhang1]
优势	HSK5	yōu shì	superiority; dominance
油条	HSK5	yóu tiáo	youtiao (deep-fried breadstick); CL:根[gen1]
有限	HSK5	yǒu xiàn	limited; finite
有益	HSK5	yǒu yì	useful; beneficial
犹豫	HSK5	yóu yù	to hesitate
优质	HSK5	yōu zhì	excellent quality
有助于	HSK5	yǒu zhù yú	to contribute to; to promote
原	HSK5	yuán	former; original
圆	HSK5	yuán	circle; round
愿	HSK5	yuàn	(bound form) wish; hope; desire; to be willing
原有	HSK5	yuán yǒu	original; former
元旦	HSK5	Yuán dàn	New Year's Day
员工	HSK5	yuán gōng	staff; personnel; employee
愿望	HSK5	yuàn wàng	desire; wish
原则	HSK5	yuán zé	principle; doctrine
预报	HSK5	yù bào	forecast
预测	HSK5	yù cè	to forecast; to predict
预订	HSK5	yù dìng	to place an order; to book ahead
约定	HSK5	yuē dìng	to agree on sth (after discussion); to conclude a bargain
预防	HSK5	yù fáng	to prevent; to take precautions against
预计	HSK5	yù jì	to forecast; to predict
娱乐	HSK5	yú lè	to entertain; to amuse
玉米	HSK5	yù mǐ	corn; maize
运	HSK5	yùn	to move; to transport
运费	HSK5	yùn fèi	freight fee
运气	HSK5	yùn qi	luck (good or bad)
运输	HSK5	yùn shū	to transport; to carry
运用	HSK5	yùn yòng	to use; to put to use
语气	HSK5	yǔ qì	tone; manner of speaking
雨水	HSK5	Yǔ shuǐ	Yushui or Rain Water, 2nd of the 24 solar terms 二十四節氣|二十四节气 19th February-5th March
语文	HSK5	yǔ wén	literature and language; (PRC) Chinese (as a school subject)
语音	HSK5	yǔ yīn	speech sounds; pronunciation
预约	HSK5	yù yuē	booking; reservation
在场	HSK5	zài chǎng	to be present; to be on the scene
在乎	HSK5	zài hu	to rest with; to lie in; to be due to (a certain attribute); (often used in the negative) to care about
在内	HSK5	zài nèi	(included) in it; among them
在线	HSK5	zài xiàn	online; connected to the Internet; (fig.) (coll.) (of a person) mentally focused; engaged; (of skills, perf...
在于	HSK5	zài yú	to rest with; to lie in; to be due to (a certain attribute); (of a matter) to be determined by; to be up to...
赞成	HSK5	zàn chéng	to approve; to endorse
造	HSK5	zào	to make; to build
糟	HSK5	zāo	dregs; draff
造成	HSK5	zào chéng	to bring about; to create; to cause
糟糕	HSK5	zāo gāo	too bad; how terrible
早期	HSK5	zǎo qī	early period; early phase; early stage
早晚	HSK5	zǎo wǎn	morning and evening; (in reference to sth that is bound to happen) sooner or later; one of these days
